gene_id,gene_name,gene_type,chr,X1kb_up_tss_start,strand,number_of_dbp
ENSG00000261807.2,LINC02141,lncRNA,chr16,59854353,+,0
ENSG00000261436.6,AC009081.2,lncRNA,chr16,60345478,+,0
ENSG00000261310.1,AC009081.1,lncRNA,chr16,60522251,-,0
ENSG00000286653.1,AC092125.2,lncRNA,chr16,61641578,-,0
ENSG00000150394.14,CDH8,protein_coding,chr16,62036036,-,0
ENSG00000260600.1,AC092125.1,lncRNA,chr16,61692751,-,0
ENSG00000260115.1,AC012174.1,lncRNA,chr16,61917321,+,0
ENSG00000231589.1,AC009110.1,lncRNA,chr16,62595372,+,0
ENSG00000261502.4,AC040174.1,lncRNA,chr16,63128655,-,0
ENSG00000269986.1,AC040174.2,lncRNA,chr16,63065991,-,0
ENSG00000260658.6,AC138305.1,lncRNA,chr16,63617047,-,0
ENSG00000261743.1,AC138305.2,lncRNA,chr16,63367844,+,0
ENSG00000261014.2,LINC02165,lncRNA,chr16,63729205,+,0
ENSG00000261653.1,AC092337.1,lncRNA,chr16,63934778,+,0
ENSG00000260715.1,AC093536.2,lncRNA,chr16,64154169,+,0
ENSG00000261028.1,AC012322.1,lncRNA,chr16,64342910,-,0
ENSG00000259846.1,AC092131.1,lncRNA,chr16,64363781,+,0
ENSG00000140937.14,CDH11,protein_coding,chr16,65125113,-,0
ENSG00000259847.2,LINC02126,lncRNA,chr16,65175714,-,0
ENSG00000260834.1,AC009055.2,lncRNA,chr16,65233915,-,0
ENSG00000260364.1,AC009055.1,lncRNA,chr16,65232056,+,0
ENSG00000261742.6,LINC00922,lncRNA,chr16,65575346,-,0
ENSG00000261818.1,AC092138.2,lncRNA,chr16,65579668,+,0
ENSG00000260004.1,AC092138.1,lncRNA,chr16,65600699,-,0
ENSG00000260695.1,AC022164.1,lncRNA,chr16,65862785,-,0
ENSG00000286928.1,AC012325.1,lncRNA,chr16,66326349,+,3
ENSG00000179776.19,CDH5,protein_coding,chr16,66365622,+,0
ENSG00000246898.1,LINC00920,lncRNA,chr16,66407524,+,3
ENSG00000166546.14,BEAN1,protein_coding,chr16,66426295,+,1
ENSG00000261656.5,BEAN1-AS1,lncRNA,chr16,66480231,-,0
ENSG00000260851.6,AC010542.3,protein_coding,chr16,66516313,-,2
ENSG00000166548.16,TK2,protein_coding,chr16,66551545,-,2
ENSG00000260755.1,AC010542.2,lncRNA,chr16,66508437,+,0
ENSG00000261519.3,AC010542.4,lncRNA,chr16,66548280,+,6
ENSG00000217555.12,CKLF,protein_coding,chr16,66551563,+,6
ENSG00000254788.7,CKLF-CMTM1,protein_coding,chr16,66551587,+,6
ENSG00000277978.1,AC010542.5,lncRNA,chr16,66565002,-,0
ENSG00000089505.17,CMTM1,protein_coding,chr16,66565393,+,0
ENSG00000140932.10,CMTM2,protein_coding,chr16,66578448,+,0
ENSG00000260650.1,AC010542.1,lncRNA,chr16,66579717,-,0
ENSG00000140931.20,CMTM3,protein_coding,chr16,66602874,+,5
ENSG00000183723.12,CMTM4,protein_coding,chr16,66695708,-,0
ENSG00000135720.13,DYNC1LI2,protein_coding,chr16,66750610,-,1
ENSG00000260465.1,AC018557.1,lncRNA,chr16,66719897,+,0
ENSG00000287965.1,AC018557.3,lncRNA,chr16,66728152,+,2
ENSG00000260558.2,AC018557.2,lncRNA,chr16,66737238,+,0
ENSG00000246777.1,AC044802.1,lncRNA,chr16,66750752,+,5
ENSG00000249961.9,TERB1,protein_coding,chr16,66800621,-,0
ENSG00000159593.15,NAE1,protein_coding,chr16,66872257,-,2
ENSG00000258122.1,AC044802.2,lncRNA,chr16,66852449,-,0
ENSG00000168748.14,CA7,protein_coding,chr16,66843414,+,0
ENSG00000172840.7,PDP2,protein_coding,chr16,66877589,+,1
ENSG00000166589.13,CDH16,protein_coding,chr16,66917918,-,0
ENSG00000166592.12,RRAD,protein_coding,chr16,66924537,-,0
ENSG00000166595.12,CIAO2B,protein_coding,chr16,66933424,-,2
ENSG00000172831.13,CES2,protein_coding,chr16,66933444,+,6
ENSG00000265408.1,AC009084.1,lncRNA,chr16,66941712,+,0
ENSG00000172828.13,CES3,protein_coding,chr16,66960245,+,4
ENSG00000172824.16,CES4A,protein_coding,chr16,66987589,+,2
ENSG00000067955.15,CBFB,protein_coding,chr16,67027984,+,6
ENSG00000125149.12,C16orf70,protein_coding,chr16,67108941,+,5
ENSG00000237172.4,B3GNT9,protein_coding,chr16,67149999,-,1
ENSG00000102871.16,TRADD,protein_coding,chr16,67158910,-,1
ENSG00000135722.9,FBXL8,protein_coding,chr16,67158932,+,5
ENSG00000265690.7,AC074143.1,protein_coding,chr16,67162385,+,0
ENSG00000102878.16,HSF4,protein_coding,chr16,67163681,+,4
ENSG00000140939.14,NOL3,protein_coding,chr16,67169154,+,6
ENSG00000196123.13,KIAA0895L,protein_coding,chr16,67183041,-,2
ENSG00000179044.16,EXOC3L1,protein_coding,chr16,67189186,-,0
ENSG00000205250.9,E2F4,protein_coding,chr16,67191155,+,6
ENSG00000102890.16,ELMO3,protein_coding,chr16,67198111,+,3
ENSG00000125122.15,LRRC29,protein_coding,chr16,67226049,-,1
ENSG00000168701.19,TMEM208,protein_coding,chr16,67226103,+,5
ENSG00000135723.14,FHOD1,protein_coding,chr16,67246482,-,3
ENSG00000135740.17,SLC9A5,protein_coding,chr16,67236683,+,0
ENSG00000262691.1,AC040160.1,lncRNA,chr16,67260108,+,2
ENSG00000196155.13,PLEKHG4,protein_coding,chr16,67276510,+,2
ENSG00000168676.11,KCTD19,protein_coding,chr16,67325761,-,2
ENSG00000159708.18,LRRC36,protein_coding,chr16,67325798,+,5
ENSG00000159713.11,TPPP3,protein_coding,chr16,67392519,-,2
ENSG00000159714.11,ZDHHC1,protein_coding,chr16,67415834,-,2
ENSG00000176387.7,HSD11B2,protein_coding,chr16,67429652,+,5
ENSG00000261320.1,AC009061.1,lncRNA,chr16,67430465,-,1
ENSG00000159720.12,ATP6V0D1,protein_coding,chr16,67480182,-,2
ENSG00000270049.3,AC009061.2,lncRNA,chr16,67480314,+,6
ENSG00000159723.4,AGRP,protein_coding,chr16,67482814,-,0
ENSG00000276075.1,AC027682.6,lncRNA,chr16,67527676,-,1
ENSG00000039523.20,RIPOR1,protein_coding,chr16,67517418,+,0
ENSG00000261396.1,AC027682.5,lncRNA,chr16,67539107,-,0
ENSG00000259945.1,AC027682.2,lncRNA,chr16,67541964,-,0
ENSG00000260894.1,AC027682.3,lncRNA,chr16,67541573,-,0
ENSG00000261386.2,AC027682.4,lncRNA,chr16,67562959,-,0
ENSG00000259804.1,AC027682.1,lncRNA,chr16,67561310,-,2
ENSG00000102974.16,CTCF,protein_coding,chr16,67561467,+,6
ENSG00000237718.2,AC009095.1,lncRNA,chr16,67615147,-,0
ENSG00000159753.14,CARMIL2,protein_coding,chr16,67643988,+,4
ENSG00000102977.16,ACD,protein_coding,chr16,67659816,-,2
ENSG00000102981.9,PARD6A,protein_coding,chr16,67659946,+,6
ENSG00000124074.12,ENKD1,protein_coding,chr16,67666266,-,3
ENSG00000159761.15,C16orf86,protein_coding,chr16,67665814,+,7
ENSG00000141098.13,GFOD2,protein_coding,chr16,67718340,-,1
ENSG00000141084.11,RANBP10,protein_coding,chr16,67805653,-,2
ENSG00000270165.1,AC010530.1,lncRNA,chr16,67738923,-,0
ENSG00000102904.14,TSNAXIP1,protein_coding,chr16,67805765,+,6
ENSG00000102901.13,CENPT,protein_coding,chr16,67846812,-,2
ENSG00000168286.3,THAP11,protein_coding,chr16,67841320,+,7
ENSG00000102898.12,NUTF2,protein_coding,chr16,67845923,+,6
ENSG00000038358.15,EDC4,protein_coding,chr16,67872052,+,6
ENSG00000263126.1,AC040162.3,lncRNA,chr16,67881461,+,5
ENSG00000188038.8,NRN1L,protein_coding,chr16,67883885,+,2
ENSG00000159792.10,PSKH1,protein_coding,chr16,67892254,+,5
ENSG00000141086.18,CTRL,protein_coding,chr16,67931366,-,0
ENSG00000261884.2,AC040162.1,protein_coding,chr16,67935018,-,2
ENSG00000205220.12,PSMB10,protein_coding,chr16,67935865,-,2
ENSG00000213398.8,LCAT,protein_coding,chr16,67943132,-,2
ENSG00000124067.17,SLC12A4,protein_coding,chr16,67968602,-,1
ENSG00000141096.6,DPEP3,protein_coding,chr16,67979550,-,0
ENSG00000167261.14,DPEP2,protein_coding,chr16,67999587,-,0
ENSG00000167264.18,DUS2,protein_coding,chr16,67986746,+,2
ENSG00000263201.1,DPEP2NB,protein_coding,chr16,68014912,-,0
ENSG00000182810.6,DDX28,protein_coding,chr16,68022443,-,2
ENSG00000261864.1,AC130462.2,lncRNA,chr16,68076340,+,0
ENSG00000072736.19,NFATC3,protein_coding,chr16,68083751,+,6
ENSG00000262514.1,AC020978.6,lncRNA,chr16,68198795,+,0
ENSG00000260891.1,AC020978.3,lncRNA,chr16,68220672,-,0
ENSG00000263276.1,AC020978.7,lncRNA,chr16,68223713,+,0
ENSG00000262160.1,AC020978.5,lncRNA,chr16,68228146,-,1
ENSG00000103067.14,ESRP2,protein_coding,chr16,68237103,-,2
ENSG00000261469.1,AC020978.4,lncRNA,chr16,68236668,-,2
ENSG00000103066.13,PLA2G15,protein_coding,chr16,68244304,+,6
ENSG00000260441.5,AC020978.2,lncRNA,chr16,68259444,-,1
ENSG00000103064.15,SLC7A6,protein_coding,chr16,68263516,+,7
ENSG00000103061.13,SLC7A6OS,protein_coding,chr16,68309947,-,2
ENSG00000132600.16,PRMT7,protein_coding,chr16,68309974,+,6
ENSG00000259797.1,AC020978.1,lncRNA,chr16,68315801,+,0
ENSG00000103056.12,SMPD3,protein_coding,chr16,68447509,-,2
ENSG00000287760.1,AC099521.3,lncRNA,chr16,68447843,+,6
ENSG00000274698.1,AC099521.1,lncRNA,chr16,68449283,+,0
ENSG00000184939.16,ZFP90,protein_coding,chr16,68529090,+,7
ENSG00000260084.1,AC126773.3,lncRNA,chr16,68588513,-,1
ENSG00000275383.1,AC126773.6,lncRNA,chr16,68590382,+,3
ENSG00000062038.14,CDH3,protein_coding,chr16,68635189,+,0
ENSG00000260577.2,AC126773.4,lncRNA,chr16,68645169,-,0
ENSG00000039068.19,CDH1,protein_coding,chr16,68736292,+,2
ENSG00000260798.1,AC099314.1,lncRNA,chr16,68822527,-,0
ENSG00000103047.8,TANGO6,protein_coding,chr16,68842531,+,6
ENSG00000260999.1,AC009137.1,lncRNA,chr16,68947262,-,0
ENSG00000266801.1,AC009137.2,lncRNA,chr16,68932820,+,0
ENSG00000103044.11,HAS3,protein_coding,chr16,69104653,+,3
ENSG00000286140.1,DERPC,protein_coding,chr16,69131152,-,2
ENSG00000168802.13,CHTF8,protein_coding,chr16,69131579,-,2
ENSG00000141076.18,UTP4,protein_coding,chr16,69130291,+,6
ENSG00000168807.16,SNTB2,protein_coding,chr16,69186129,+,0
ENSG00000265113.1,AC026474.1,lncRNA,chr16,69239549,+,0
ENSG00000260914.3,AC026464.4,protein_coding,chr16,69298682,+,3
ENSG00000132612.16,VPS4A,protein_coding,chr16,69310350,+,7
ENSG00000213380.15,COG8,protein_coding,chr16,69338668,-,3
ENSG00000258429.2,PDF,protein_coding,chr16,69329589,-,2
ENSG00000272617.3,AC026464.6,protein_coding,chr16,69333872,-,0
ENSG00000260371.1,AC026464.3,protein_coding,chr16,69355307,-,0
ENSG00000259900.5,AC026464.1,protein_coding,chr16,69350731,-,0
ENSG00000132603.15,NIP7,protein_coding,chr16,69336996,+,2
ENSG00000157315.5,TMED6,protein_coding,chr16,69350787,-,0
ENSG00000132604.11,TERF2,protein_coding,chr16,69407572,-,0
ENSG00000103018.16,CYB5B,protein_coding,chr16,69423525,+,6
ENSG00000260108.1,AC026464.2,lncRNA,chr16,69462844,+,0
ENSG00000102908.22,NFAT5,protein_coding,chr16,69564094,+,6
ENSG00000274093.1,AC009032.1,lncRNA,chr16,69631141,+,0
ENSG00000260772.1,AC012321.1,lncRNA,chr16,69702065,+,1
ENSG00000181019.13,NQO1,protein_coding,chr16,69725669,-,2
ENSG00000261602.1,AC092115.2,lncRNA,chr16,69708874,+,2
ENSG00000262136.1,AC092115.3,lncRNA,chr16,69726013,+,5
ENSG00000141101.13,NOB1,protein_coding,chr16,69753927,-,3
ENSG00000198373.12,WWP2,protein_coding,chr16,69761306,+,5
ENSG00000157322.17,CLEC18A,protein_coding,chr16,69949705,+,0
ENSG00000196696.12,AC009022.1,lncRNA,chr16,70064949,-,1
ENSG00000090857.13,PDPR,protein_coding,chr16,70112626,+,6
ENSG00000247228.3,AC009060.1,lncRNA,chr16,70172484,-,0
ENSG00000157335.20,CLEC18C,protein_coding,chr16,70172322,+,0
ENSG00000223496.3,EXOSC6,protein_coding,chr16,70250941,-,3
ENSG00000090861.15,AARS,protein_coding,chr16,70288544,-,2
ENSG00000157349.16,DDX19B,protein_coding,chr16,70288663,+,7
ENSG00000260537.2,AC012184.2,protein_coding,chr16,70298194,+,6
ENSG00000261777.6,AC012184.3,lncRNA,chr16,70345807,-,2
ENSG00000168872.17,DDX19A,protein_coding,chr16,70345861,+,6
ENSG00000285710.1,AC012184.4,lncRNA,chr16,70371167,-,0
ENSG00000157350.13,ST3GAL2,protein_coding,chr16,70438238,-,2
ENSG00000260111.1,AC012184.1,lncRNA,chr16,70378457,+,2
ENSG00000157353.17,FCSK,protein_coding,chr16,70453595,+,6
ENSG00000103051.19,COG4,protein_coding,chr16,70522559,-,1
ENSG00000189091.13,SF3B3,protein_coding,chr16,70522791,+,5
ENSG00000157368.10,IL34,protein_coding,chr16,70578895,+,0
ENSG00000132613.15,MTSS2,protein_coding,chr16,70685054,-,1
ENSG00000103043.15,VAC14,protein_coding,chr16,70800161,-,2
ENSG00000260156.1,AC020763.1,lncRNA,chr16,70746057,+,6
ENSG00000214353.8,VAC14-AS1,lncRNA,chr16,70754035,+,0
ENSG00000262890.1,AC027281.1,lncRNA,chr16,70801841,-,0
ENSG00000157423.18,HYDIN,protein_coding,chr16,71229723,-,0
ENSG00000259833.5,AC138625.2,lncRNA,chr16,71079866,+,0
ENSG00000259798.1,AC138625.1,lncRNA,chr16,71112352,+,0
ENSG00000180917.17,CMTR2,protein_coding,chr16,71288716,-,0
ENSG00000261260.2,AC106736.1,lncRNA,chr16,71287775,+,1
ENSG00000172137.19,CALB2,protein_coding,chr16,71357713,+,0
ENSG00000261348.2,LINC02136,lncRNA,chr16,71425465,-,1
ENSG00000260734.5,TLE7,protein_coding,chr16,71441061,-,1
ENSG00000167377.18,ZNF23,protein_coding,chr16,71462096,-,2
ENSG00000261611.6,AC010547.4,protein_coding,chr16,71488312,-,0
ENSG00000247324.2,AC010547.1,lncRNA,chr16,71461278,+,6
ENSG00000157429.16,ZNF19,protein_coding,chr16,71564090,-,2
ENSG00000260520.1,AC010547.3,lncRNA,chr16,71512863,+,0
ENSG00000140835.9,CHST4,protein_coding,chr16,71524233,+,0
ENSG00000260015.1,AC010547.2,lncRNA,chr16,71540826,-,1
ENSG00000260886.2,TAT-AS1,lncRNA,chr16,71563952,+,5
ENSG00000198650.11,TAT,protein_coding,chr16,71576093,-,0
ENSG00000260593.1,AC009097.2,lncRNA,chr16,71625817,-,0
ENSG00000140832.9,MARVELD3,protein_coding,chr16,71625161,+,3
ENSG00000040199.18,PHLPP2,protein_coding,chr16,71723702,-,0
ENSG00000260185.1,AC009097.1,lncRNA,chr16,71654027,+,0
ENSG00000261513.1,AC009097.4,lncRNA,chr16,71722180,+,4
ENSG00000260612.1,AC009097.3,lncRNA,chr16,71725975,+,0
ENSG00000166747.12,AP1G1,protein_coding,chr16,71808202,-,2
ENSG00000224470.8,ATXN1L,protein_coding,chr16,71844976,+,6
ENSG00000182149.21,IST1,protein_coding,chr16,71844996,+,6
ENSG00000102984.15,ZNF821,protein_coding,chr16,71894337,-,2
ENSG00000261765.1,AC009127.1,lncRNA,chr16,71881274,-,1
ENSG00000277481.1,PKD1L3,protein_coding,chr16,71998979,-,0
ENSG00000102967.12,DHODH,protein_coding,chr16,72007588,+,6
ENSG00000140830.9,TXNL4B,protein_coding,chr16,72093432,-,1
ENSG00000257017.9,HP,protein_coding,chr16,72053505,+,3
ENSG00000261701.7,HPR,protein_coding,chr16,72062148,+,2
ENSG00000260252.1,AC009087.1,lncRNA,chr16,72083857,+,1
ENSG00000140829.12,DHX38,protein_coding,chr16,72092613,+,5
ENSG00000118557.16,PMFBP1,protein_coding,chr16,72175879,-,0
ENSG00000261673.1,AC009075.1,lncRNA,chr16,72224145,-,0
ENSG00000261008.7,LINC01572,lncRNA,chr16,72664015,-,2
ENSG00000260664.2,AC004158.1,lncRNA,chr16,72424948,+,0
ENSG00000259768.6,AC004943.2,lncRNA,chr16,72664123,+,6
ENSG00000279206.1,AC004943.3,lncRNA,chr16,72771673,+,0
ENSG00000140836.17,ZFHX3,protein_coding,chr16,73890872,-,0
ENSG00000259209.3,AC004943.1,lncRNA,chr16,72804998,+,0
ENSG00000272330.1,AC002044.1,lncRNA,chr16,73013477,-,0
ENSG00000271009.3,AC116667.1,lncRNA,chr16,73059245,+,1
ENSG00000260880.5,HCCAT5,lncRNA,chr16,73091349,+,3
ENSG00000284675.1,AC116667.2,lncRNA,chr16,73122296,+,0
ENSG00000261227.2,AC140912.1,lncRNA,chr16,73231055,+,1
ENSG00000258779.8,LINC01568,lncRNA,chr16,73385771,+,0
ENSG00000260848.2,AC092114.1,lncRNA,chr16,73542927,+,0
ENSG00000283457.2,AC087565.2,lncRNA,chr16,73793057,+,0
ENSG00000259817.3,AC087565.1,lncRNA,chr16,73811560,+,0
ENSG00000261404.7,AC138627.1,lncRNA,chr16,74295763,-,2
ENSG00000261248.1,AC009120.4,lncRNA,chr16,74281415,+,0
ENSG00000275236.1,AC009120.5,lncRNA,chr16,74290053,-,0
ENSG00000103035.11,PSMD7,protein_coding,chr16,74295814,+,6
ENSG00000259972.3,AC009120.2,lncRNA,chr16,74334347,-,0
ENSG00000260884.1,AC009120.3,lncRNA,chr16,74312337,+,0
ENSG00000261079.1,AC009053.2,lncRNA,chr16,74366462,+,6
ENSG00000196436.8,NPIPB15,protein_coding,chr16,74376878,+,0
ENSG00000140839.11,CLEC18B,protein_coding,chr16,74420954,-,0
ENSG00000261170.2,AC009053.3,lncRNA,chr16,74421120,+,0
ENSG00000090863.11,GLG1,protein_coding,chr16,74606145,-,0
ENSG00000168411.14,RFWD3,protein_coding,chr16,74665878,-,2
ENSG00000168404.13,MLKL,protein_coding,chr16,74699961,-,2
ENSG00000103089.9,FA2H,protein_coding,chr16,74773832,-,0
ENSG00000103091.15,WDR59,protein_coding,chr16,74999174,-,0
ENSG00000186187.12,ZNRF1,protein_coding,chr16,74998024,+,5
ENSG00000247033.1,AC099508.1,lncRNA,chr16,75109713,-,1
ENSG00000166816.14,LDHD,protein_coding,chr16,75115772,-,0
ENSG00000261058.1,AC099508.2,lncRNA,chr16,75118558,+,2
ENSG00000184517.12,ZFP1,protein_coding,chr16,75147494,+,6
ENSG00000168928.13,CTRB2,protein_coding,chr16,75206162,-,0
ENSG00000168925.12,CTRB1,protein_coding,chr16,75217988,+,0
ENSG00000050820.17,BCAR1,protein_coding,chr16,75267054,-,0
ENSG00000153774.9,CFDP1,protein_coding,chr16,75432504,-,2
ENSG00000259999.1,AC009054.1,lncRNA,chr16,75324049,-,0
ENSG00000261783.1,AC009054.2,lncRNA,chr16,75380261,-,0
ENSG00000261717.5,AC009163.5,protein_coding,chr16,75463707,-,3
ENSG00000274220.1,AC009163.7,lncRNA,chr16,75432836,+,6
ENSG00000166822.13,TMEM170A,protein_coding,chr16,75464498,-,3
ENSG00000261476.1,AC009163.4,lncRNA,chr16,75459018,-,0
ENSG00000183196.10,CHST6,protein_coding,chr16,75494446,-,0
ENSG00000203472.3,AC009163.1,lncRNA,chr16,75474896,+,0
ENSG00000273971.1,AC009163.6,lncRNA,chr16,75497290,-,0
ENSG00000260092.1,AC009163.3,protein_coding,chr16,75544429,-,0
ENSG00000135702.14,CHST5,protein_coding,chr16,75534248,-,0
ENSG00000205084.11,TMEM231,protein_coding,chr16,75555269,-,0
ENSG00000259992.1,AC025287.1,lncRNA,chr16,75607446,-,0
ENSG00000276408.1,AC025287.2,lncRNA,chr16,75555392,+,3
ENSG00000034713.8,GABARAPL2,protein_coding,chr16,75565375,+,5
ENSG00000276523.1,AC025287.3,lncRNA,chr16,75571686,-,0
ENSG00000065457.10,ADAT1,protein_coding,chr16,75622301,-,2
ENSG00000065427.14,KARS,protein_coding,chr16,75647644,-,2
ENSG00000166848.7,TERF2IP,protein_coding,chr16,75646773,+,5
ENSG00000284484.1,AC025287.4,protein_coding,chr16,75676010,-,0
ENSG00000282757.4,DUXB,protein_coding,chr16,75700462,-,0
ENSG00000283755.2,CPHXL,protein_coding,chr16,75725491,-,0
ENSG00000261313.2,AC105430.1,lncRNA,chr16,75859870,-,0
ENSG00000260223.2,AC099511.1,lncRNA,chr16,76146807,-,0
ENSG00000260983.2,AC010528.1,lncRNA,chr16,76261366,-,0
ENSG00000286841.1,AC010528.2,lncRNA,chr16,76276304,-,0
ENSG00000152910.19,CNTNAP4,protein_coding,chr16,76276278,+,0
ENSG00000287694.1,AC106741.1,protein_coding,chr16,76276288,+,0
ENSG00000273659.1,AC108125.1,lncRNA,chr16,76581556,+,0
ENSG00000250514.1,LINC02125,lncRNA,chr16,76633998,+,0
ENSG00000259995.1,AC106729.1,lncRNA,chr16,76735342,+,0
ENSG00000103111.15,MON1B,protein_coding,chr16,77189835,+,8
ENSG00000205078.6,SYCE1L,protein_coding,chr16,77198408,+,0
ENSG00000261063.1,AC009139.2,lncRNA,chr16,77248958,-,0
ENSG00000260922.2,AC009139.1,lncRNA,chr16,77233877,+,2
ENSG00000140873.16,ADAMTS18,protein_coding,chr16,77434035,-,0
ENSG00000260701.2,AC025284.1,lncRNA,chr16,77432382,+,1
ENSG00000261154.1,LINC02131,lncRNA,chr16,77589806,+,0
ENSG00000140876.11,NUDT7,protein_coding,chr16,77721492,+,6
ENSG00000261707.1,AC092134.1,lncRNA,chr16,77742001,-,0
ENSG00000285538.1,AC092134.3,lncRNA,chr16,77751372,+,0
ENSG00000171724.3,VAT1L,protein_coding,chr16,77787564,+,1
ENSG00000261540.1,AC079414.1,lncRNA,chr16,78058455,-,0
ENSG00000166509.12,CLEC3A,protein_coding,chr16,78021515,+,0
ENSG00000186153.17,WWOX,protein_coding,chr16,78098430,+,7
ENSG00000276007.1,AC079414.3,lncRNA,chr16,78122243,+,2
ENSG00000260969.2,WWOX-AS1,lncRNA,chr16,78240990,-,0
ENSG00000287106.1,AC106743.1,lncRNA,chr16,78274608,-,0
ENSG00000260733.1,AC046158.1,lncRNA,chr16,78505569,-,1
ENSG00000261837.1,AC046158.2,lncRNA,chr16,78533374,+,0
ENSG00000286894.1,AC009141.1,lncRNA,chr16,78795363,-,0
ENSG00000260816.2,AC027279.1,lncRNA,chr16,78894361,+,0
ENSG00000261537.1,AC027279.2,lncRNA,chr16,78993345,+,0
ENSG00000260694.1,AC009145.3,lncRNA,chr16,79077235,-,0
ENSG00000260479.1,AC009145.1,lncRNA,chr16,79089050,+,0
ENSG00000260511.1,AC009145.2,lncRNA,chr16,79104957,+,0
ENSG00000277954.1,AC092376.2,lncRNA,chr16,79205740,-,0
ENSG00000285918.1,AC092376.3,lncRNA,chr16,79210265,-,0
ENSG00000261722.1,AC092376.1,lncRNA,chr16,79228454,-,0
ENSG00000261472.1,AC084064.1,lncRNA,chr16,79504603,+,0
ENSG00000178573.7,MAF,protein_coding,chr16,79599738,-,1
ENSG00000277214.1,AC009159.2,lncRNA,chr16,79602572,+,2
ENSG00000278058.1,AC009159.3,lncRNA,chr16,79604802,+,0
ENSG00000275040.1,AC009159.1,lncRNA,chr16,79618469,+,0
ENSG00000260876.6,LINC01229,lncRNA,chr16,79675048,+,0
ENSG00000261390.6,MAFTRR,lncRNA,chr16,79769652,-,1
ENSG00000261082.1,LINC01228,lncRNA,chr16,79826151,-,0
ENSG00000260237.1,AC092130.1,lncRNA,chr16,80039662,+,0
ENSG00000260706.5,AC022166.1,lncRNA,chr16,80064836,+,0
ENSG00000259867.6,AC105411.1,lncRNA,chr16,80562355,-,0
ENSG00000261376.1,AC022166.2,lncRNA,chr16,80178129,+,0
ENSG00000168589.15,DYNLRB2,protein_coding,chr16,80539734,+,5
ENSG00000260183.1,AC108097.1,lncRNA,chr16,80551515,-,0
ENSG00000260737.6,LINC01227,lncRNA,chr16,80571809,-,0
ENSG00000166446.15,CDYL2,protein_coding,chr16,80803599,-,0
ENSG00000260064.1,AC092332.1,lncRNA,chr16,80627380,-,0
ENSG00000260594.1,AC099313.1,lncRNA,chr16,80735360,+,0
ENSG00000260896.6,ARLNC1,lncRNA,chr16,80891683,-,0
ENSG00000286221.1,AC009070.1,protein_coding,chr16,81005895,-,2
ENSG00000103121.8,CMC2,protein_coding,chr16,81019271,-,0
ENSG00000166451.13,CENPN,protein_coding,chr16,81005498,+,6
ENSG00000260213.6,AC092718.2,lncRNA,chr16,81034760,-,2
ENSG00000284512.1,AC092718.8,protein_coding,chr16,81095285,-,1
ENSG00000261061.1,AC092718.4,lncRNA,chr16,81029770,+,0
ENSG00000166454.10,ATMIN,protein_coding,chr16,81034842,+,6
ENSG00000166455.13,C16orf46,protein_coding,chr16,81076268,-,1
ENSG00000260643.2,AC092718.3,protein_coding,chr16,81095297,-,1
ENSG00000261141.1,AC092718.5,lncRNA,chr16,81054301,+,0
ENSG00000261838.5,AC092718.6,lncRNA,chr16,81068854,+,0
ENSG00000245059.2,AC092718.1,lncRNA,chr16,81076319,+,5
ENSG00000140905.10,GCSH,protein_coding,chr16,81095426,-,1
ENSG00000286759.1,AC092718.9,lncRNA,chr16,81150820,+,0
ENSG00000135697.10,BCO1,protein_coding,chr16,81237689,+,0
ENSG00000260495.1,AC009148.1,lncRNA,chr16,81312424,-,0
ENSG00000261609.7,GAN,protein_coding,chr16,81313966,+,6
ENSG00000272923.1,AC092139.1,lncRNA,chr16,81384463,+,0
ENSG00000153815.16,CMIP,protein_coding,chr16,81444170,+,1
ENSG00000261218.5,AC099524.1,lncRNA,chr16,81737248,+,6
ENSG00000197943.10,PLCG2,protein_coding,chr16,81738097,+,6
ENSG00000276519.1,AC092142.2,lncRNA,chr16,81986948,+,0
ENSG00000184860.10,SDR42E1,protein_coding,chr16,82010482,-,0
ENSG00000086696.11,HSD17B2,protein_coding,chr16,82034004,+,3
ENSG00000261235.1,AC092142.1,lncRNA,chr16,82138632,-,0
ENSG00000135698.10,MPHOSPH6,protein_coding,chr16,82169225,-,2
ENSG00000261029.1,AC138304.1,lncRNA,chr16,82169296,+,6
ENSG00000261285.7,AC009117.2,lncRNA,chr16,82574519,-,0
ENSG00000140945.17,CDH13,protein_coding,chr16,82625965,+,0
ENSG00000260862.1,AC099506.1,lncRNA,chr16,82772319,+,0
ENSG00000286528.1,AC099506.3,lncRNA,chr16,82831998,-,0
ENSG00000260832.1,AC125793.1,lncRNA,chr16,82989299,-,0
ENSG00000261410.1,AC009142.1,lncRNA,chr16,83397171,-,0
ENSG00000261103.2,AC009063.3,lncRNA,chr16,83716899,-,0
ENSG00000260788.6,AC009063.2,lncRNA,chr16,83771975,-,0
ENSG00000259914.1,AC009063.1,lncRNA,chr16,83725378,-,0
ENSG00000260228.6,AC009119.1,lncRNA,chr16,83806835,-,2
ENSG00000230989.7,HSBP1,protein_coding,chr16,83806978,+,6
ENSG00000103150.7,MLYCD,protein_coding,chr16,83898115,+,6
ENSG00000260932.1,AC009119.2,lncRNA,chr16,83930224,-,0
ENSG00000140961.14,OSGIN1,protein_coding,chr16,83930311,+,0
ENSG00000103154.9,NECAB2,protein_coding,chr16,83967632,+,1
